village,district,subdistric,state_name,latitude,longitude
Thorrur,Jangoan,Palakurthy,Telangana,17.667418426160463,79.38388332158107
Kolkonda,Jangoan,Devaruppula,Telangana,17.663600286175164,79.33673566587545
Palakurthi,Jangoan,Palakurthy,Telangana,17.661891872230697,79.43056326868316
Shatapuram,Jangoan,Palakurthy,Telangana,17.6566232967227,79.3636782298129
Burahanpalle,Warangal,Rayaparthy,Telangana,17.664528121429875,79.54284759067492
Jagannadhapalle,Warangal,Rayaparthy,Telangana,17.6645848568743,79.63570791030209
Chinnamadur,Jangoan,Devaruppula,Telangana,17.633356798312366,79.30163027467606
Bothavaniguda,Mahabubabad,Kothaguda,Telangana,17.916187856346614,80.13173958411639
Muripirala,Warangal,Rayaparthy,Telangana,17.64869190130492,79.59014844308159
Nyalapogula,Jangoan,Lingalaghanpur,Telangana,17.646598859301715,79.2667518841407
Mutharam,Jangoan,Palakurthy,Telangana,17.642563586882584,79.4996199016972
Lakshminarayana Puram,Jangoan,Palakurthy,Telangana,17.653437650594793,79.41134909950365
Valmidi,Jangoan,Palakurthy,Telangana,17.618287561301265,79.44861126715075
Katrapalle,Warangal,Rayaparthy,Telangana,17.649205233400007,79.54559717594714
Sannur,Warangal,Rayaparthy,Telangana,17.641301816722432,79.6323955830606
Chowdur,Jangoan,Devaruppula,Telangana,17.64120665209448,79.32758343749069
Dardepalle,Jangoan,Palakurthy,Telangana,17.642199124898916,79.45032831963044
Visnoor,Jangoan,Palakurthy,Telangana,17.634403679357522,79.40046044544042
Madhapuram,Jangoan,Devaruppula,Telangana,17.627619538218028,79.36004591807657
Pothureddipalle,Warangal,Rayaparthy,Telangana,17.632721500397828,79.56214235418722
Mallampalle,Jangoan,Palakurthy,Telangana,17.61145947254187,79.5175591883223
Theegaram,Jangoan,Palakurthy,Telangana,17.625339901698037,79.4264643544965
Vanaparthy,Jangoan,Lingalaghanpur,Telangana,17.619871028809385,79.24097505253312
Regula,Jangoan,Kodakandla,Telangana,17.61146795511061,79.54539042025485
Vavilala,Jangoan,Palakurthy,Telangana,17.599403036385166,79.47669719818089
Mailaram,Jangoan,Palakurthy,Telangana,17.608594254163606,79.39332258588955
Chennur,Jangoan,Palakurthy,Telangana,17.594795296213807,79.4182841611507
Singarajpalle,Jangoan,Devaruppula,Telangana,17.595433218806104,79.2663396316286
Dharamapur,Jangoan,Devaruppula,Telangana,17.58715420505177,79.38273438891186
Authapur,Jangoan,Kodakandla,Telangana,17.596522252549722,79.56320332984654
Khanapur,Mahabubabad,Thorrur,Telangana,17.644980574262327,79.68066705465573
Ammapur,Mahabubabad,Thorrur,Telangana,17.633881949579486,79.66532735173014
Dirisana Palle,Suryapet,Nuthanakal,Telangana,17.35630634027491,79.74512162808288
Velikatte,Mahabubabad,Thorrur,Telangana,17.60043188509256,79.6196606268688
Nancharimadur,Mahabubabad,Thorrur,Telangana,17.61390420938654,79.59079673191106
Kommanapalle,Mahabubabad,Thorrur,Telangana,17.6172851684533,79.64100088178809
Chinthalapalle,Mahabubabad,Thorrur,Telangana,17.6109307853454,79.66147002346231
Hydersaipeta,Khammam,Tirumalayapalem,Telangana,17.39027714034604,79.98006596589006
Jallepally,Khammam,Tirumalayapalem,Telangana,17.380651830413044,79.95530391462853
Tippareddygudem,Khammam,Tirumalayapalem,Telangana,17.365647449706927,79.98010724365591
Patharlapadu,Khammam,Tirumalayapalem,Telangana,17.352226834199985,79.95256809617355
Musmi,Mahabubabad,Kothaguda,Telangana,17.91935187108684,80.11124204326126
Mahamadapuram,Khammam,Tirumalayapalem,Telangana,17.360020166891985,79.91186849528036
Thanagampadu,Khammam,Khammam (Rural),Telangana,17.35328926522549,80.09698320777538
Kunta Palle,Suryapet,Thungaturthy,Telangana,17.435903284651793,79.70384495741754
Adivarampet,Mahabubabad,Gudur,Telangana,17.874809149653068,79.9909072254047
Ganjivari Kothapalle,Suryapet,Nuthanakal,Telangana,17.421873360200646,79.75328479243943
Mukundapuram,Suryapet,Nuthanakal,Telangana,17.40804598725602,79.74138779406496
Maddirala,Suryapet,Nuthanakal,Telangana,17.411680969573784,79.70477745579045
Polumalla,Suryapet,Nuthanakal,Telangana,17.380428813881046,79.6874846279985
Mamindla Madava,Suryapet,Nuthanakal,Telangana,17.390501294766246,79.77934183175893
Chandu Patla,Suryapet,Nuthanakal,Telangana,17.383415968746945,79.7130706160579
Chinna Nemila,Suryapet,Nuthanakal,Telangana,17.37674536855337,79.75231802056764
Yerra Pahad,Suryapet,Nuthanakal,Telangana,17.366842596268718,79.71776417615914
Peddanemali,Suryapet,Nuthanakal,Telangana,17.348695387795747,79.76788506099618
Bayyaram,Mahabubabad,Bayyaram,Telangana,17.58230643001954,80.11013765689847
Parvathagiri,Mahabubabad,Mahabubabad,Telangana,17.566744932709582,79.91913381140643
Gundrathimadugu,Mahabubabad,Kuravi,Telangana,17.564024957037766,80.06356132797208
Dammakkapalle,Mulugu,Govindaraopet,Telangana,18.217742292108504,80.0766570700846
Narsimhulagudem,Mahabubabad,Nellikudur,Telangana,17.571888850479997,79.86852569382293
Mallial,Mahabubabad,Mahabubabad,Telangana,17.561379793123244,79.95737393298921
Madanathurthy,Mahabubabad,Nellikudur,Telangana,17.56389195887254,79.78830816487405
Fathepur,Mahabubabad,Thorrur,Telangana,17.56417781249611,79.68756138546138
Mahalsapur,Kamareddy,Madnoor,Telangana,18.53444948017327,77.67868261762372
Munigalaveedu,Mahabubabad,Nellikudur,Telangana,17.562685564820335,79.82288169220386
Bethole,Mahabubabad,Mahabubabad,Telangana,17.56440351449144,79.99388393933248
Bhrammanakothapalle,Mahabubabad,Nellikudur,Telangana,17.55886571514829,79.74380879899427
Jangligonda,Mahabubabad,Mahabubabad,Telangana,17.551228555501364,79.89142055429066
Somaram,Warangal,Parvathagiri,Telangana,17.767365148301376,79.71370385949189
Polepalle,Mahabubabad,Thorrur,Telangana,17.56062762870871,79.71514507496038
Mogilicherla,Mahabubabad,Kuravi,Telangana,17.55086209619449,80.02181778552726
Shingaram,Mahabubabad,Mahabubabad,Telangana,17.559708404716563,79.84555501959241
Mulkanoor,Mahabubabad,Garla,Telangana,17.547850202382033,80.1121309013918
Laxmipur,Mahabubabad,Mahabubabad,Telangana,17.550243097023767,79.86627016819313
Narayanapur,Mahabubabad,Kuravi,Telangana,17.54289480306745,80.04242023796166
Bojjannapet,Mahabubabad,Narsimhulapet,Telangana,17.546262130295776,79.83713787968094
Nerada,Mahabubabad,Kuravi,Telangana,17.529306329539057,79.92374175043973
Kuravi,Mahabubabad,Kuravi,Telangana,17.53084192260241,79.99781426222879
Ravoor,Warangal,Parvathagiri,Telangana,17.726137665234837,79.70284828837185
Kommulavancha,Mahabubabad,Narsimhulapet,Telangana,17.540706218717045,79.77961248705961
Matedu,Mahabubabad,Thorrur,Telangana,17.542706552939414,79.70860251482283
Maddi Vancha,Mahabubabad,Garla,Telangana,17.51803523443355,80.11220463129989
Jayapuram,Mahabubabad,Narsimhulapet,Telangana,17.53628661342321,79.80644950304242
Bodlada,Mahabubabad,Nellikudur,Telangana,17.53929221947391,79.75029715307917
Gundamrajupalle,Mahabubabad,Narsimhulapet,Telangana,17.532790865647435,79.86634529285772
Danthalapalle,Mahabubabad,Narsimhulapet,Telangana,17.519855046709882,79.73350020182704
Kausalyadevipalle,Mahabubabad,Narsimhulapet,Telangana,17.52705787264047,79.84581749595586
Madhavpuram,Mahabubabad,Mahabubabad,Telangana,17.520457702912736,79.96520339950924
Mungimadugu,Mahabubabad,Narsimhulapet,Telangana,17.49895445107137,79.84004099113626
Rajole,Mahabubabad,Kuravi,Telangana,17.51908339327215,80.07153924959081
Narsimhulapet,Mahabubabad,Narsimhulapet,Telangana,17.504459988830263,79.78843115129095
Chinnagudur,Mahabubabad,Maripeda,Telangana,17.50827987210671,79.87931542463592
Kancherlagudem,Mahabubabad,Kuravi,Telangana,17.522259805069353,80.03439494289496
Ramavaram,Mahabubabad,Narsimhulapet,Telangana,17.505481864283777,79.69388661531377
Nallela,Mahabubabad,Kuravi,Telangana,17.490230713334153,80.0351856205937
Thirumalapur,Mahabubabad,Kuravi,Telangana,17.50429605010543,80.01957074549068
Ayyagaripalle,Mahabubabad,Kuravi,Telangana,17.496893157390726,79.9821882882018
Rampuram,Mahabubabad,Garla,Telangana,17.49153643319443,80.12672987057917
Agapet,Mahabubabad,Narsimhulapet,Telangana,17.492315086784597,79.70894900607661
Madugulagudem,Mahabubabad,Kuravi,Telangana,17.48616869412182,80.00387320985863
Thattupalle,Mahabubabad,Kuravi,Telangana,17.5030986436354,79.92532392855469
Kandikonda,Mahabubabad,Kuravi,Telangana,17.485621268262786,79.95408084759606
Ballepalle CT,Khammam,Raghunadhapalem,Telangana,17.274375395284807,80.18956968441373
Jayyaram,Mahabubabad,Maripeda,Telangana,17.477218572090635,79.91049348859492
Uggampalle,Mahabubabad,Maripeda,Telangana,17.48390364033186,79.86804425957934
Gunnepalle,Mahabubabad,Narsimhulapet,Telangana,17.48947896725107,79.73710796971419
Gollacherla,Mahabubabad,Dornakal,Telangana,17.471453900145235,80.10610945245399
Akkirala,Mahabubabad,Narsimhulapet,Telangana,17.525736342775275,79.82219800173219
Balapala,Mahabubabad,Kuravi,Telangana,17.474386467754307,80.06546399037153
Datla,Mahabubabad,Narsimhulapet,Telangana,17.465361366897124,79.76683425090162
Sudanpalle,Mahabubabad,Kuravi,Telangana,17.47022459961908,79.9391884682642
Veesampalle,Mahabubabad,Maripeda,Telangana,17.45869923402956,79.89409790301164
Chinthapalle,Mahabubabad,Kuravi,Telangana,17.452126459621766,79.98181383563066
Kummarikuntla,Mahabubabad,Narsimhulapet,Telangana,17.467392657837316,79.72139439582465
Peddanagaram,Mahabubabad,Narsimhulapet,Telangana,17.460282510761616,79.82428248656505
Yellampet,Mahabubabad,Maripeda,Telangana,17.452886424952354,79.85968283365739
Reponi,Mahabubabad,Narsimhulapet,Telangana,17.451379246053516,79.74389631683376
Tallasankeesa,Mahabubabad,Kuravi,Telangana,17.458309940358063,80.01297554631378
Vanthadupula,Mahabubabad,Narsimhulapet,Telangana,17.452945869518736,79.78897097770053
Upparagudem,Mahabubabad,Kuravi,Telangana,17.44638836103824,80.02855103339363
Vemulapalle,Mahabubabad,Narsimhulapet,Telangana,17.444186105334353,79.72115722874308
Erjerla,Mahabubabad,Maripeda,Telangana,17.445101802134992,79.94305377712581
Chilkodu,Mahabubabad,Dornakal,Telangana,17.440554087858168,80.07697842306573
Uyyalawada,Mahabubabad,Dornakal,Telangana,17.432158132218394,80.11948788395937
Chillamcherla,Mahabubabad,Maripeda,Telangana,17.42643802044971,79.80349260085839
Veeraram,Mahabubabad,Maripeda,Telangana,17.42830853533789,79.88541283292487
Ullepalle,Mahabubabad,Maripeda,Telangana,17.431010986433126,79.91691901864898
Neelkurthy,Mahabubabad,Maripeda,Telangana,17.413562211158894,79.8220866894487
Khanapuram Haveli CT,Khammam,Raghunadhapalem,Telangana,17.260125173851662,80.17805061934737
Rampuram,Mahabubabad,Maripeda,Telangana,17.413377438787254,79.78158277367515
Dharmaram,Mahabubabad,Maripeda,Telangana,17.420297381781417,79.96138632986099
Perumandla Sankesa,Mahabubabad,Dornakal,Telangana,17.414414915329324,80.05056618297658
Seerole,Mahabubabad,Kuravi,Telangana,17.41472527501015,80.01604031415724
Anepuram,Mahabubabad,Maripeda,Telangana,17.412245143801847,79.84389250929262
Kampalle,Mahabubabad,Kuravi,Telangana,17.39462887005841,80.00257808006589
Beecharajpalle,Mahabubabad,Maripeda,Telangana,17.412782972690724,79.9251697116087
Burgupahad,Mahabubabad,Dornakal,Telangana,17.416668589770993,80.09599621627459
Bonthupalli,Mahabubabad,Thorrur,Telangana,17.52457451653119,79.70346127774614
Gurralakunta,Mahabubabad,Dornakal,Telangana,17.406168791571456,80.12528768587242
Kannegundla,Mahabubabad,Dornakal,Telangana,17.388777300165618,80.08305914650455
Ravigudem,Mahabubabad,Dornakal,Telangana,17.376544060222592,80.0602701541111
Maripeda,Mahabubabad,Maripeda,Telangana,17.384651996913973,79.87998243228549
Purushothamaigudem,Mahabubabad,Maripeda,Telangana,17.402222382716662,79.94596277660287
Giripuram,Mahabubabad,Maripeda,Telangana,17.38670217494453,79.84991299862612
Gundrepalle,Warangal,Nekkonda,Telangana,17.78687838358521,79.81006275576188
Vennaram,Mahabubabad,Dornakal,Telangana,17.384671477853196,80.11154029455938
Abbaipalem,Mahabubabad,Maripeda,Telangana,17.38875549122624,79.91543856737691
Mannegudem,Mahabubabad,Dornakal,Telangana,17.375692118295948,80.0334634332453
Tallaookal,Mahabubabad,Maripeda,Telangana,17.371954879428195,79.8141527987634
Galivarigudem,Mahabubabad,Maripeda,Telangana,17.38074203751569,79.9308027593816
Burhanpur,Mahabubabad,Maripeda,Telangana,17.351435626535284,79.84318503979148
Pathipaka,Warangal,Nekkonda,Telangana,17.780254519223657,79.78563191526322
Mulkalapalle,Mahabubabad,Dornakal,Telangana,17.35642313360768,80.05892570318198
Panikera,Warangal,Nekkonda,Telangana,17.82062815588376,79.81172336086982
Konkapaka,Warangal,Parvathagiri,Telangana,17.817292651500324,79.69930459336602
Lingagiri,Warangal,Chennaraopet,Telangana,17.819109493827803,79.84090262928748
Suripalle,Warangal,Chennaraopet,Telangana,17.79583088596212,79.84897143173843
Choutapalle,Warangal,Parvathagiri,Telangana,17.796018036993885,79.72101538015625
Nekkonda,Warangal,Nekkonda,Telangana,17.79900326627626,79.79481237786277
Chinta Nekkonda,Warangal,Parvathagiri,Telangana,17.785865665463184,79.76121530435834
Lakhmapur,Nizamabad,Makloor,Telangana,18.81321520717879,78.13111517194186
Nagaram,Warangal,Nekkonda,Telangana,17.758877105321506,79.88065176971473
Chinnakorpole,Warangal,Nekkonda,Telangana,17.774248830481458,79.85595750579432
Appalaraopet,Warangal,Nekkonda,Telangana,17.766901604354715,79.81231748167909
Parvathagiri,Warangal,Parvathagiri,Telangana,17.752064250195165,79.7440323653777
Govindapur,Mahabubabad,Gudur,Telangana,17.716463251349698,79.97258721039216
Peddakorpole,Warangal,Nekkonda,Telangana,17.75427994044399,79.8426335513592
Rollakal,Warangal,Parvathagiri,Telangana,17.75746524038459,79.69032159994926
Redlawada,Warangal,Nekkonda,Telangana,17.74076805312174,79.78247977795937
Venkatapur,Warangal,Nekkonda,Telangana,17.74673114863227,79.80870788255783
Gotlakonda,Warangal,Nekkonda,Telangana,17.72814409362619,79.77070386384919
Kalleda,Warangal,Parvathagiri,Telangana,17.723256971799653,79.73441287751322
Alamkhanipet,Warangal,Nekkonda,Telangana,17.728602951744705,79.8379055570651
Topanpalle,Warangal,Nekkonda,Telangana,17.72985894830357,79.81274797426221
Bollikonda,Warangal,Nekkonda,Telangana,17.711758375584427,79.80432778090113
Burugamadla,Warangal,Parvathagiri,Telangana,17.7005275929689,79.7485414530624
Annaram Sharif,Warangal,Parvathagiri,Telangana,17.700932331996516,79.69628443020387
Gudur,Mahabubabad,Gudur,Telangana,17.815129375387166,79.97132297420418
Karlai,Mahabubabad,Kothaguda,Telangana,17.821303367299894,80.112475775406
Macherla,Mahabubabad,Gudur,Telangana,17.796247040268046,80.00410188205718
Reserved Forest,Bhadradri Kothagudem,Julurpadu,Telangana,17.287897427303108,80.5684996646717
Water Body,Khammam,Wyra,Telangana,17.21726020203614,80.38004664433277
Thorrur CT,Mahabubabad,Thorrur,Telangana,17.583572250461696,79.65756175325959
Madanapur,Mahabubabad,Gudur,Telangana,17.814412609429763,79.89159609249273
Thimmapur,Mahabubabad,Gudur,Telangana,17.76356138272737,80.12225673718233
Gundenga,Mahabubabad,Gudur,Telangana,17.798583993155393,79.8857893919363
Gajulagattu,Mahabubabad,Gudur,Telangana,17.7888818290875,79.91413823199584
Boddugonda,Mahabubabad,Gudur,Telangana,17.711106523747645,80.02617238085953
Ayodhyapur,Mahabubabad,Gudur,Telangana,17.799298444848812,79.9408109218855
Bollepalle,Mahabubabad,Gudur,Telangana,17.776973842063565,79.94430091538753
Neelavancha,Mahabubabad,Gudur,Telangana,17.756114878887452,80.0683319612694
Rajanpalle,Mahabubabad,Gudur,Telangana,17.758116560789013,79.92063770171895
Katrapalle,Mahabubabad,Kesamudram,Telangana,17.740950736103688,79.90870360714314
Damaravancha,Mahabubabad,Gudur,Telangana,17.75291568297072,79.97849262389524
Naikpalle,Mahabubabad,Gudur,Telangana,17.751944196250683,79.94454806368941
Apparajpalle,Mahabubabad,Gudur,Telangana,17.723408370057445,79.99656949338663
Intikanne,Mahabubabad,Kesamudram,Telangana,17.724609355701606,79.87330788202594
Teegalveni,Mahabubabad,Gudur,Telangana,17.723881056417433,79.95632616682691
Arpanapalle,Mahabubabad,Kesamudram,Telangana,17.724535208583227,79.93502940473081
Kongaragidda,Mahabubabad,Gudur,Telangana,17.720023250865776,80.06813916638409
Kolhapuram,Mahabubabad,Gudur,Telangana,17.709900195077488,80.00867970580062
Upparapalle,Mahabubabad,Kesamudram,Telangana,17.71104341366906,79.90888746118762
Dhadnnasari,Mahabubabad,Kesamudram,Telangana,17.686032153442348,79.9158611186067
Mecharajupalle,Mahabubabad,Nellikudur,Telangana,17.680806767007805,79.7319783041573
Kesamudram,Mahabubabad,Kesamudram,Telangana,17.69745147619133,79.87566070589777
Korukondapalle,Mahabubabad,Kesamudram,Telangana,17.69926583642966,79.83553825936312
Gurimella,Mahabubabad,Bayyaram,Telangana,17.681190006802513,80.08921469514054
Khambhalpalle,Mahabubabad,Mahabubabad,Telangana,17.67245504646251,80.06199665529867
Penugonda,Mahabubabad,Kesamudram,Telangana,17.68754972888608,79.9658334421233
Inugurthy,Mahabubabad,Kesamudram,Telangana,17.672100527117983,79.79256760140436
Zamisthanpur,Mahabubabad,Thorrur,Telangana,17.68098201829291,79.7097161726945
V S Lakshmipur,Mahabubabad,Mahabubabad,Telangana,17.674111636460506,80.0012836329199
Reddial,Mahabubabad,Mahabubabad,Telangana,17.68137919216773,80.02440420628633
Somaram,Mahabubabad,Thorrur,Telangana,17.6733512667288,79.69733691953658
Beriwada,Mahabubabad,Kesamudram,Telangana,17.67259113701238,79.93928221364017
Vavilala,Mahabubabad,Nellikudur,Telangana,17.6021576936229,79.90245737819815
Mahamoodpatnam,Mahabubabad,Kesamudram,Telangana,17.678175246242187,79.87211934880082
Komatipalle,Mahabubabad,Kesamudram,Telangana,17.662437718702463,79.84082840744479
Kalwala,Mahabubabad,Kesamudram,Telangana,17.654792738388863,79.880973076157
Mahadevapuram,Bhadradri Kothagudem,Dummugudem,Telangana,17.83444058512051,80.94589951825931
Yerrabelligudem,Mahabubabad,Nellikudur,Telangana,17.649530477679896,79.73539936744731
Rangapuram,Mahabubabad,Kesamudram,Telangana,17.655856101191436,79.92407048898541
Vemnoor,Mahabubabad,Mahabubabad,Telangana,17.65074248103373,79.96992416755225
Gurthur,Mahabubabad,Thorrur,Telangana,17.64812107422449,79.70077567336045
Kothapalli G,Bhadradri Kothagudem,Cherla,Telangana,18.03861703726162,80.82622446172363
Nadiwada,Mahabubabad,Mahabubabad,Telangana,17.644964187259646,80.04274555294911
Annaram,Mahabubabad,Kesamudram,Telangana,17.635818034333784,79.94579837140941
Edulapusapalle,Mahabubabad,Mahabubabad,Telangana,17.637686750163578,80.0012692843258
Chinnanagaram,Mahabubabad,Nellikudur,Telangana,17.64272811974724,79.77177339411932
Narayanpur Chinnamupparam,Mahabubabad,Nellikudur,Telangana,17.624573831046348,79.85628186698501
Tallapoosapalle,Mahabubabad,Kesamudram,Telangana,17.628927556775217,79.91186034293457
Gowraram,Mahabubabad,Bayyaram,Telangana,17.6244371013805,80.091972984746
Keshavapatnam,Karimnagar,Shankarapatnam,Telangana,18.274930725984582,79.30319508715681
Rajulakothapalli,Mahabubabad,Nellikudur,Telangana,17.62308269932629,79.81360341451534
Ramanjapuram,Mahabubabad,Nellikudur,Telangana,17.63162842961469,79.72484498267988
Nainala,Mahabubabad,Nellikudur,Telangana,17.608252903953385,79.77898688465194
Jamandlapalle,Mahabubabad,Mahabubabad,Telangana,17.620909371658396,80.0476874819546
Kachikal,Mahabubabad,Nellikudur,Telangana,17.61670473354987,79.73218886575971
Kantaipalem,Mahabubabad,Thorrur,Telangana,17.613446260163272,79.6979772899708
Mudupugal,Mahabubabad,Mahabubabad,Telangana,17.607658867265037,79.94385286918146
Nellikudur,Mahabubabad,Nellikudur,Telangana,17.591306722363438,79.7523757909484
Gumudur,Mahabubabad,Mahabubabad,Telangana,17.608686060694072,80.01894463614263
Aleru,Mahabubabad,Nellikudur,Telangana,17.59836059032501,79.8807501249084
Uppalapadu,Mahabubabad,Bayyaram,Telangana,17.599918782917726,80.07395413274814
Chengapuram,Mahabubabad,Mahabubabad,Telangana,17.594083773430818,79.95625496333271
Sriramgiri,Mahabubabad,Nellikudur,Telangana,17.58970060616835,79.83253186634929
Ravirala,Mahabubabad,Nellikudur,Telangana,17.58880682954452,79.80471632112383
Madipalle,Mahabubabad,Thorrur,Telangana,17.586720201445278,79.70972188144223
Ammangal,Mahabubabad,Mahabubabad,Telangana,17.58779890935567,79.90752349376756
Anantharam,Mahabubabad,Mahabubabad,Telangana,17.58515483258395,80.03598715222218
Matwada,Mahabubabad,Gudur,Telangana,17.759202587598175,80.04857061109462
Ootla,Mahabubabad,Gudur,Telangana,17.79706758621783,80.03279276146378
Vangapahad,Hanumakonda,Hasanparthy,Telangana,18.049517201500112,79.61145341056076
Somadevarapalli,Hanumakonda,Dharmasagar,Telangana,18.045238263636435,79.44901875113132
Oblapur,Warangal,Athmakur,Telangana,18.05202047035671,79.65199178998645
Kothapet,Hanumakonda,Hanamkonda,Telangana,18.024455682835594,79.64798509710724
Mustyalpalle,Warangal,Athmakur,Telangana,18.028935083897757,79.66992826868939
Devnoor,Hanumakonda,Dharmasagar,Telangana,18.02932079989131,79.41490489206146
Devannapet,Hanumakonda,Hasanparthy,Telangana,18.01911637031393,79.50305373381161
Potharajpalle,Warangal,Geesugonda,Telangana,17.970573040399167,79.6664874754837
Warangal,Hanumakonda,Hanamkonda,Telangana,17.99362932347732,79.55999303317944
Paidipalle,Hanumakonda,Hanamkonda,Telangana,18.019752021250852,79.62556547046428
Kumarpalle R,Hanumakonda,Hanamkonda,Telangana,18.0272087021839,79.57894861738731
Mupparam,Hanumakonda,Dharmasagar,Telangana,18.007432232058886,79.39302729791464
Dharmsagar,Hanumakonda,Dharmasagar,Telangana,18.002965397010595,79.44287484779822
Velair,Hanumakonda,Dharmasagar,Telangana,18.003392325940982,79.32471858391975
Mogilicherla,Warangal,Geesugonda,Telangana,18.002799201639917,79.65914295427118
Narayanagiri,Hanumakonda,Dharmasagar,Telangana,17.987755599050026,79.3748351341826
Peechera,Hanumakonda,Dharmasagar,Telangana,17.974453467810022,79.28536960345825
Lingampalli,Jangoan,Ghanpur (Station),Telangana,17.937850401606024,79.25119909384878
Bodduchintalapalle,Warangal,Geesugonda,Telangana,17.989225290551246,79.67998583041667
Kondapur,Jangoan,Ghanpur (Station),Telangana,17.970665964779986,79.2472222370471
Sodashapalli,Hanumakonda,Dharmasagar,Telangana,17.97322384625889,79.33911250361795
Elkurthy,Hanumakonda,Dharmasagar,Telangana,17.968055564463555,79.42726474717789
Mallikudurla,Hanumakonda,Dharmasagar,Telangana,17.96140662262882,79.36074444507895
Jhanakipur,Hanumakonda,Dharmasagar,Telangana,17.961563875809944,79.38203834306991
Gundlasagar,Hanumakonda,Dharmasagar,Telangana,17.95704135595052,79.3252085571918
Battupalli,Hanumakonda,Hanamkonda,Telangana,17.963082221802978,79.54786414978945
Rampur,Hanumakonda,Dharmasagar,Telangana,17.936966162685685,79.46456705663356
Kyathampalli,Hanumakonda,Dharmasagar,Telangana,17.945406353751235,79.39015730923802
Kothapalli,Hanumakonda,Hanamkonda,Telangana,17.949052737861262,79.54523908429259
Ammavaripet,Hanumakonda,Hanamkonda,Telangana,17.944148417569416,79.56836369110046
Cheemalapadu,Bhadradri Kothagudem,Cherla,Telangana,18.084079015138634,80.78797252195882
Malkapur,Jangoan,Ghanpur (Station),Telangana,17.93434318523037,79.28683487224531
Peddapendyal,Hanumakonda,Dharmasagar,Telangana,17.927583944664583,79.41665366283436
Venkatadripet,Jangoan,Ghanpur (Station),Telangana,17.936886648001753,79.32825650502683
Thatikayala,Hanumakonda,Dharmasagar,Telangana,17.926188388993285,79.37208989900236
Allipur,Hanumakonda,Hanamkonda,Telangana,17.925492355120824,79.5723841407224
Chilpur,Jangoan,Ghanpur (Station),Telangana,17.91444817416555,79.31401023579559
Gadepalle,Warangal,Sangem,Telangana,17.914966507915985,79.63906097142937
Rajavaram,Jangoan,Ghanpur (Station),Telangana,17.898804864749152,79.36614306111693
Annampalle,Mulugu,Mulug,Telangana,18.175409989674904,79.9708346984003
Fathepur,Jangoan,Ghanpur (Station),Telangana,17.905962243986266,79.25330691554916
Chinnapendyala,Jangoan,Ghanpur (Station),Telangana,17.896252554443812,79.40430959929796
Singaram,Warangal,Wardhannapet,Telangana,17.897446587002506,79.58308023976421
Bollikunta,Warangal,Sangem,Telangana,17.891346546893626,79.62202317021158
Ramanakkapet,Mulugu,Mangapet,Telangana,18.203040548549694,80.61604645837389
Krishnajigudem,Jangoan,Ghanpur (Station),Telangana,17.891514526026345,79.28975936318268
Nashkal,Jangoan,Ghanpur (Station),Telangana,17.892647351122697,79.4341655429648
Pallagutta,Jangoan,Ghanpur (Station),Telangana,17.881413035406247,79.33267335115252
Dharmapur,Hanumakonda,Dharmasagar,Telangana,17.891716912531837,79.4592976190676
Metpalle,Jayashankar Bhupalapally,Mogullapally,Telangana,18.261365187273583,79.58038040811638
Kapulakanaparthy,Warangal,Sangem,Telangana,17.888504957939737,79.64971293210272
Katrepale Haveli,Warangal,Sangem,Telangana,17.893427411112544,79.68063521121064
Thatikonda,Jangoan,Ghanpur (Station),Telangana,17.864573286810522,79.27500051967746
Raghunathpalle,Jangoan,Zaffergadh,Telangana,17.872978956457928,79.49101508836316
Inavole,Warangal,Wardhannapet,Telangana,17.872125091604794,79.5537285805775
Punnole,Warangal,Wardhannapet,Telangana,17.869836219170974,79.59254726446622
Gavicherla,Warangal,Sangem,Telangana,17.870341155314403,79.67905432821271
Panthini,Warangal,Wardhannapet,Telangana,17.844241458385167,79.60793966633848
Uppugal,Jangoan,Zaffergadh,Telangana,17.85946043912432,79.44943392681094
Pamunuru,Jangoan,Ghanpur (Station),Telangana,17.8622956462833,79.4109034210894
Ramachandrapur,Warangal,Sangem,Telangana,17.856048559364908,79.66143705874893
Chennaram,Warangal,Wardhannapet,Telangana,17.856645211043897,79.63075516964177
Kothapalli,Jangoan,Ghanpur (Station),Telangana,17.8495959898209,79.32152037145643
Garmillapalle,Jangoan,Zaffergadh,Telangana,17.83792081090343,79.51031142113432
Kakkiralapalli,Warangal,Wardhannapet,Telangana,17.837522556274767,79.57182364146075
Kunoor,Jangoan,Zaffergadh,Telangana,17.842727647112998,79.48559617136087
Nandanam,Warangal,Wardhannapet,Telangana,17.81839476892368,79.54149047432249
Lohitha,Warangal,Sangem,Telangana,17.83567907704475,79.64949292251175
Namilligonda,Jangoan,Ghanpur (Station),Telangana,17.82539168047611,79.40617895340628
Thamadapalle I Ippagudem,Jangoan,Zaffergadh,Telangana,17.8327706185598,79.46343334759685
Shapur,Warangal,Sangem,Telangana,17.837456541780448,79.68107257055696
Bornapalle,Karimnagar,Huzurabad,Telangana,18.203914075601816,79.38656216170136
Chagal,Jangoan,Ghanpur (Station),Telangana,17.828209691028228,79.3528306550915
Meedigonda,Jangoan,Ghanpur (Station),Telangana,17.829089278168002,79.30970758298744
Upprapalle,Warangal,Wardhannapet,Telangana,17.820318453532714,79.63182949630905
Warangal,Hanumakonda,Dharmasagar,Telangana,18.021208422128378,79.48050450379371
